"user_id","post_id","likes","views","saves"
"100000339083","2701","1","226","0"
"100000343549","2541","1","1","0"
"100000343606","1359","1","1","0"
"100000343705","1044","1","1","0"
"100000339059","1941","1","2","0"
"100000343598","1101","1","1","0"
"100000343598","2590","1","1","0"
"100000339083","1630","1","1","0"
"100000343572","1446","1","1","0"
"100000343549","2222","1","1","0"
"100000338143","2414","1","145","0"
"100000343655","1576","1","1","0"
"100000343648","1146","1","1","0"
"100000343564","1863","1","1","0"
"100000343598","2215","1","1","0"
"100000343689","1868","1","1","0"
"100000339380","716","1","0","0"
"100000343655","2224","1","1","0"
"100000343580","2294","1","1","0"
"100000343556","2494","1","1","0"
"100000343671","2197","1","1","0"
"100000339752","883","1","2","0"
"100000343630","900","1","1","0"
"100000343580","1328","1","1","0"
"100000343655","879","1","1","0"
"100000343663","1639","1","1","0"
"100000339059","3112","1","11","0"
"100000339059","852","1","3","0"
"100000343556","1449","1","1","0"
"100000343630","1744","1","1","0"
"100000343705","1543","1","1","0"
"100000343572","2159","1","1","0"
"100000338382","2615","1","6","0"
"100000343622","2290","1","1","0"
"100000343697","2283","1","1","0"
"100000343663","1445","1","1","0"
"100000343705","1022","1","1","0"
"100000343663","1886","1","1","0"
"100000343655","2282","1","1","0"
"100000343689","1756","1","1","0"
"100000343671","719","1","1","0"
"100000343697","2588","1","1","0"
"100000343697","1112","1","1","0"
"100000339323","1320","1","1","0"
"100000343655","1402","1","1","0"
"100000343564","883","1","1","0"
"100000343549","1044","1","1","0"
"100000342012","710","1","3","0"
"100000343663","1651","1","1","0"
"100000343598","2216","1","1","0"
"100000343598","1953","1","1","0"
"100000341105","3142","1","0","0"
"100000343671","1557","1","1","0"
"100000343580","1937","1","1","0"
"100000339901","859","1","0","0"
"100000343572","707","1","1","0"
"100000343705","1889","1","1","0"
"100000343598","1129","1","1","0"
"100000342012","1741","1","11","1"
"100000343580","2245","1","1","0"
"100000343671","1888","1","1","0"
"100000343556","2133","1","1","0"
"100000343580","2277","1","1","0"
"100000343655","1450","1","1","0"
"100000343655","1774","1","1","0"
"100000339711","880","1","2","0"
"100000343648","2274","1","1","0"
"100000343549","1348","1","1","0"
"100000342012","1747","1","11","0"
"100000343614","1815","1","1","0"
"100000343689","1685","1","1","0"
"100000343630","1019","1","1","0"
"100000343655","998","1","1","0"
"100000342020","2455","1","2","0"
"100000343689","1632","1","1","0"
"100000343663","1984","1","1","0"
"100000343671","2555","1","1","0"
"100000343572","1734","1","1","0"
"100000343648","2189","1","1","0"
"100000343648","1564","1","1","0"
"100000343689","1755","1","1","0"
"100000343671","2372","1","1","0"
"100000343622","998","1","1","0"
"100000343655","1875","1","1","0"
"100000342012","2122","1","96","0"
"100000343697","909","1","1","0"
"100000343630","1863","1","1","0"
"100000343812","2281","1","2","0"
"100000343655","1657","1","1","0"
"100000343580","1819","1","1","0"
"100000343549","2467","1","1","0"
"100000343598","2128","1","1","0"
"100000339109","962","1","0","0"
"100000346815","3002","1","11","0"
"100000343614","2339","1","1","0"
"100000343655","884","1","1","0"
"100000339109","598","1","0","0"
"100000343622","1729","1","1","0"
"100000343705","1818","1","1","0"
"100000343564","1625","1","1","0"
"100000343671","820","1","1","0"
"100000343648","1821","1","1","0"
"100000343697","1080","1","1","0"
"100000343663","2180","1","1","0"
"100000339109","646","1","0","0"
"100000343671","909","1","1","0"
"100000343085","2627","1","25","0"
"100000343572","2384","1","1","0"
"100000343648","1937","1","1","0"
"100000343564","2221","1","1","0"
"100000343689","1786","1","1","0"
"100000343622","1269","1","1","0"
"100000343606","2276","1","1","0"
"100000343572","2245","1","1","0"
"100000343697","900","1","1","0"
"100000343549","2171","1","1","0"
"100000339323","3031","1","2","0"
"100000343630","2313","1","1","0"
"100000343598","2445","1","1","0"
"100000343648","2626","1","1","0"
"100000343606","2354","1","1","0"
"100000343648","2285","1","1","0"
"100000343614","1936","1","1","0"
"100000343663","877","1","1","0"
"100000343663","1752","1","1","0"
"100000343549","705","1","1","0"
"100000343606","1007","1","1","0"
"100000343622","1683","1","1","0"
"100000343564","1112","1","1","0"
"100000341113","1208","1","0","0"
"100000343689","2571","1","1","0"
"100000343655","1350","1","1","0"
"100000343689","1678","1","1","0"
"100000343689","2447","1","1","0"
"100000343606","2154","1","1","0"
"100000343564","2380","1","1","0"
"100000343614","727","1","1","0"
"100000340800","898","1","0","0"
"100000343697","1727","1","1","0"
"100000343689","1749","1","1","0"
"100000343671","2492","1","1","0"
"100000343648","2267","1","1","0"
"100000343705","2374","1","1","0"
"100000343622","2341","1","1","0"
"100000343648","2347","1","1","0"
"100000343671","2276","1","1","0"
"100000343606","1452","1","1","0"
"100000340545","1400","1","2","0"
"100000343556","1733","1","1","0"
"100000341105","1356","1","1","0"
"100000343705","2453","1","1","0"
"100000343705","2331","1","1","0"
"100000343598","2172","1","1","0"
"100000339109","591","1","0","0"
"100000339299","1135","1","0","0"
"100000343598","1764","1","1","0"
"100000343663","1859","1","1","0"
"100000343549","2294","1","1","0"
"100000343606","2150","1","1","0"
"100000343598","1714","1","1","0"
"100000343564","1620","1","1","0"
"100000339711","639","1","2","0"
"100000343549","1874","1","1","0"
"100000338382","896","1","2","0"
"100000343705","1050","1","1","0"
"100000343598","1447","1","1","0"
"100000343689","1937","1","1","0"
"100000343671","1748","1","1","0"
"100000343697","1326","1","1","0"
"100000343614","2371","1","1","0"
"100000343572","2093","1","1","0"
"100000343697","2647","1","1","0"
"100000343606","718","1","1","0"
"100000343580","785","1","1","0"
"100000343655","1942","1","1","0"
"100000343622","1753","1","1","0"
"100000342020","2760","1","279","0"
"100000339059","2830","1","9","1"
"100000343705","2381","1","1","0"
"100000343689","1109","1","1","0"
"100000343556","1937","1","1","0"
"100000343549","1736","1","1","0"
"100000339059","965","1","19","1"
"100000343663","1044","1","1","0"
"100000338143","1639","1","3","0"
"100000341105","2760","1","7","0"
"100000339299","744","1","0","0"
"100000343564","1683","1","1","0"
"100000343655","1679","1","1","0"
"100000343622","1861","1","1","0"
"100000343671","2386","1","1","0"
"100000338945","596","1","1","0"
"100000343697","2209","1","1","0"
"100000342012","3151","1","37","0"
"100000343606","758","1","1","0"
"100000343614","2228","1","1","0"
"100000343580","2498","1","1","0"
"100000342848","2693","1","3","0"
"100000343564","2381","1","1","0"
"100000343648","1735","1","1","0"
"100000343606","1451","1","1","0"
"100000343606","1729","1","1","0"
"100000343580","2528","1","1","0"
"100000338143","1263","1","4","0"
"100000343580","2224","1","1","0"
"100000343655","1639","1","1","0"
"100000343705","1029","1","1","0"
"100000339059","865","1","9","0"
"100000343606","2292","1","1","0"
"100000343705","1321","1","1","0"
"100000343572","2242","1","1","0"
"100000342020","710","1","2","0"
"100000338143","728","1","1","0"
"100000343564","1858","1","1","0"
"100000342038","2481","1","9","0"
"100000343580","2441","1","1","0"
"100000339109","1108","1","2","0"
"100000339059","2331","1","7","0"
"100000339109","600","1","0","0"
"100000343697","1359","1","1","0"
"100000343655","705","1","1","0"
"100000343622","2508","1","1","0"
"100000342038","2616","1","0","0"
"100000343580","2505","1","1","0"
"100000343564","1744","1","1","0"
"100000343572","1736","1","1","0"
"100000343705","1927","1","1","0"
"100000339059","2513","1","9","0"
"100000343689","1616","1","1","0"
"100000338143","2465","1","3","0"
"100000343671","712","1","1","0"
"100000343648","2253","1","1","0"
"100000342038","724","1","2","0"
"100000342020","2703","1","38","0"
"100000343598","2461","1","1","0"
"100000339109","723","1","0","0"
"100000343630","1640","1","1","0"
"100000343655","2276","1","1","0"
"100000343655","2279","1","1","0"
"100000343580","557","1","1","0"
"100000343614","1639","1","1","0"
"100000343572","680","1","1","0"
"100000343671","1631","1","1","0"
"100000343788","2407","1","1","0"
"100000343697","1635","1","1","0"
"100000343671","2172","1","1","0"
"100000339901","1010","1","1","0"
"100000343697","874","1","1","0"
"100000343630","740","1","1","0"
"100000338143","1746","1","6","0"
"100000343622","1732","1","1","0"
"100000343655","1865","1","1","0"
"100000339711","894","1","1","0"
"100000343093","2341","1","2","0"
"100000343630","2511","1","1","0"
"100000343630","879","1","1","0"
"100000343549","2239","1","1","0"
"100000343689","1443","1","1","0"
"100000341717","1679","1","1","0"
"100000343614","1524","1","1","0"
"100000343671","708","1","1","0"
"10000007905","372","1","0","0"
"100000343655","2444","1","1","0"
"100000338382","618","1","19","0"
"100000343606","2601","1","1","0"
"100000343564","998","1","1","0"
"100000343630","2281","1","1","0"
"100000343622","598","1","1","0"
"100000343689","1022","1","1","0"
"100000343606","638","1","1","0"
"100000343663","2150","1","1","0"
"100000343655","2543","1","1","0"
"100000343622","1086","1","1","0"
"100000343697","1677","1","1","0"
"100000343598","1449","1","1","0"
"100000343556","2445","1","1","0"
"100000343671","2337","1","1","0"
"100000343622","1013","1","1","0"
"100000343663","1812","1","1","0"
"100000343630","1866","1","1","0"
"100000343564","1733","1","1","0"
"100000343614","2279","1","1","0"
"100000339059","2397","1","38","1"
"100000343622","1984","1","1","0"
"100000343663","2364","1","1","0"
"100000345692","2711","1","2","0"
"100000343630","1014","1","1","0"
"100000343549","1346","1","1","0"
"100000343614","1564","1","1","0"
"100000343549","1745","1","1","0"
"100000343606","1443","1","1","0"
"100000343663","2575","1","1","0"
"100000343564","638","1","1","0"
"100000343549","901","1","1","0"
"100000343598","1635","1","1","0"
"100000340610","1751","1","1","0"
"100000343556","1597","1","1","0"
"100000343580","2521","1","1","0"
"100000343648","2163","1","1","0"
"100000343705","900","1","1","0"
"100000339059","1401","1","18","0"
"100000339711","820","1","0","0"
"100000343614","1749","1","1","0"
"100000343671","1868","1","1","0"
"100000343689","1106","1","1","0"
"100000339109","1747","1","1","0"
"100000343697","1010","1","1","0"
"100000339646","900","1","0","0"
"100000343630","2150","1","1","0"
"100000343648","1328","1","1","0"
"100000343630","2147","1","1","0"
"100000339059","2380","1","5","0"
"100000343606","1786","1","1","0"
"100000343598","1131","1","1","0"
"100000343549","2575","1","1","0"
"100000343572","2390","1","1","0"
"100000342012","2333","1","0","0"
"100000343598","1070","1","1","0"
"100000343663","1630","1","1","0"
"100000343648","1010","1","1","0"
"100000342038","2413","1","48","0"
"100000343549","1926","1","1","0"
"100000343580","2560","1","1","0"
"100000343564","2443","1","1","0"
"100000339752","974","1","1","0"
"100000343572","1622","1","1","0"
"100000343648","2360","1","1","0"
"100000339083","1633","1","1","0"
"100000343549","1919","1","1","0"
"100000343572","2453","1","1","0"
"100000339109","577","1","1","0"
"100000343697","1856","1","1","0"
"100000338382","1261","1","2","1"
"100000343572","2318","1","1","0"
"100000343606","2438","1","1","0"
"100000343614","1610","1","1","0"
"100000342038","1751","1","3","1"
"100000343606","1714","1","1","0"
"100000343564","1455","1","1","0"
"100000343598","880","1","1","0"
"100000339109","820","1","1","0"
"100000343648","2298","1","1","0"
"100000343630","1442","1","1","0"
"100000343697","2259","1","1","0"
"100000343648","2173","1","1","0"
"100000343622","1937","1","1","0"
"100000343564","1631","1","1","0"
"100000342012","2228","1","1","0"
"100000343564","2549","1","1","0"
"100000343614","2387","1","1","0"
"100000343549","1866","1","1","0"
"100000339083","1865","1","1","0"
"100000343580","1102","1","1","0"
"100000343606","2647","1","1","0"
"100000343689","2306","1","1","0"
"100000343614","2287","1","1","0"
"100000340669","1263","1","0","0"
"100000343671","2309","1","1","0"
"100000343663","1524","1","1","0"
"100000343705","1859","1","1","0"
"100000343580","2114","1","1","0"
"100000343622","2617","1","1","0"
"100000343549","2438","1","1","0"
"100000343671","860","1","1","0"
"100000343697","2224","1","1","0"
"100000343622","601","1","1","0"
"100000343598","1873","1","1","0"
"100000343622","1887","1","1","0"
"100000343689","2244","1","1","0"
"100000343556","1353","1","1","0"
"100000343671","1866","1","1","0"
"100000343622","1863","1","1","0"
"100000343630","2585","1","1","0"
"100000343622","1421","1","1","0"
"100000339109","731","1","2","0"
"100000343663","2464","1","1","0"
"100000343622","1450","1","1","0"
"100000345817","2655","1","160","0"
"100000343598","2479","1","1","0"
"100000339059","1008","1","59","1"
"100000339059","1045","1","4","0"
"100000343622","884","1","1","0"
"100000339059","3004","1","43","0"
"100000343572","1418","1","1","0"
"100000343648","566","1","1","0"
"100000343606","2290","1","1","0"
"100000343598","2229","1","1","0"
"100000343598","1042","1","1","0"
"100000343622","1346","1","1","0"
"100000343705","629","1","1","0"
"100000343598","2629","1","1","0"
"100000345874","1953","1","2","0"
"100000339059","2192","1","88","0"
"100000339901","890","1","0","0"
"100000343598","1816","1","1","0"
"100000343598","1754","1","1","0"
"100000343663","783","1","1","0"
"100000343705","2243","1","1","0"
"100000342533","1100","1","1","0"
"100000343614","1565","1","1","0"
"100000343598","2340","1","1","0"
"100000343655","1747","1","1","0"
"100000343671","1050","1","1","0"
"100000343614","2133","1","1","0"
"100000343549","2327","1","1","0"
"100000343705","1084","1","1","0"
"100000343671","2257","1","1","0"
"100000339083","1083","1","1","0"
"100000343580","1794","1","1","0"
"100000340446","2603","1","7","0"
"100000343614","844","1","1","0"
"100000343648","1734","1","1","0"
"100000343614","1323","1","1","0"
"100000345593","2655","1","247","1"
"100000343606","1875","1","1","0"
"100000345692","2407","1","0","0"
"100000343648","1350","1","1","0"
"100000343093","2331","1","0","0"
"100000343606","862","1","1","0"
"100000343549","2364","1","1","0"
"100000338382","792","1","10","0"
"100000343556","2085","1","1","0"
"100000343705","1108","1","1","0"
"100000339059","1054","1","13","0"
"100000343689","600","1","1","0"
"100000343689","1808","1","1","0"
"100000343606","2363","1","1","0"
"100000343580","1927","1","1","0"
"100000339083","793","1","10","0"
"100000343572","856","1","1","0"
"100000343663","2216","1","1","0"
"100000343630","1754","1","1","0"
"100000343689","2515","1","1","0"
"100000342012","2706","1","432","0"
"100000343671","1737","1","1","0"
"100000343606","1754","1","1","0"
"100000343630","2283","1","1","0"
"100000343598","1179","1","1","0"
"100000343572","1179","1","1","0"
"100000343556","2274","1","1","0"
"100000343549","1875","1","1","0"
"100000343093","2329","1","0","0"
"100000343614","2289","1","1","0"
"100000343648","1639","1","1","0"
"100000343671","1335","1","1","0"
"100000343564","2448","1","1","0"
"100000343705","1001","1","1","0"
"100000343564","1102","1","1","0"
"100000343689","2310","1","1","0"
"100000343549","2254","1","1","0"
"100000343614","2244","1","1","0"
"100000343580","1857","1","1","0"
"100000345817","2330","1","0","0"
"100000343697","1679","1","1","0"
"100000343556","1049","1","1","0"
"100000343689","2444","1","1","0"
"100000343614","803","1","1","0"
"100000343663","645","1","1","0"
"100000343630","2543","1","1","0"
"100000343556","1637","1","1","0"
"100000343564","1938","1","1","0"
"100000343663","1753","1","1","0"
"100000343598","2273","1","1","0"
"100000343663","2592","1","1","0"
"100000343572","2518","1","1","0"
"100000339455","1061","1","1","0"
"100000343556","1103","1","1","0"
"100000343622","1658","1","1","0"
"100000343671","1860","1","1","0"
"100000342038","2355","1","5","0"
"100000343648","2488","1","1","0"
"100000343697","1685","1","1","0"
"100000343663","1745","1","1","0"
"100000343614","2276","1","1","0"
"100000343606","723","1","1","0"
"100000343655","1854","1","1","0"
"100000343606","1679","1","1","0"
"100000343697","2239","1","1","0"
"100000343556","2128","1","1","0"
"100000343572","2583","1","1","0"
"100000343648","2388","1","1","0"
"100000343663","1854","1","1","0"
"100000343655","1883","1","1","0"
"100000342020","2651","1","3","0"
"100000343630","1108","1","1","0"
"100000343614","1021","1","1","0"
"100000339059","2840","1","2","1"
"100000343697","1866","1","1","0"
"100000343697","1882","1","1","0"
"100000339901","1001","1","0","0"
"100000339109","2572","1","1","0"
"100000338382","1086","1","1","0"
"100000346914","3145","1","50","1"
"100000345817","2342","1","1","0"
"100000344042","2556","1","1","0"
"100000343564","2611","1","1","0"
"100000343614","2578","1","1","0"
"100000343689","1418","1","1","0"
"100000343697","886","1","1","0"
"100000343671","1010","1","1","0"
"100000343689","2270","1","1","0"
"100000343549","2154","1","1","0"
"100000343549","1099","1","1","0"
"100000343614","1326","1","1","0"
"100000343614","2277","1","1","0"
"100000343671","2419","1","1","0"
"100000343705","1863","1","1","0"
"100000338382","1066","1","1","0"
"100000343689","1049","1","1","0"
"100000343689","2422","1","1","0"
"100000343663","1146","1","1","0"
"100000343689","1598","1","1","0"
"100000343663","1152","1","1","0"
"100000343606","676","1","1","0"
"100000343556","844","1","1","0"
"100000343663","1817","1","1","0"
"100000343549","1139","1","1","0"
"100000343085","2703","1","41","0"
"100000343697","2180","1","1","0"
"100000343671","1321","1","1","0"
"100000343606","1805","1","1","0"
"100000343622","1576","1","1","0"
"100000339059","1780","1","29","0"
"100000343614","1621","1","1","0"
"100000343630","552","1","1","0"
"100000342020","2692","1","10","0"
"100000343572","1753","1","1","0"
"100000339059","2330","1","4","0"
"100000343630","758","1","1","0"
"100000343556","2385","1","1","0"
"100000338382","1326","1","3","0"
"100000343655","1696","1","1","0"
"100000343556","1715","1","1","0"
"100000343689","1884","1","1","0"
"100000343614","2284","1","1","0"
"100000339059","2157","1","774","0"
"100000343648","2611","1","1","0"
"100000343705","2150","1","1","0"
"100000343564","1805","1","1","0"
"100000343598","1683","1","1","0"
"100000343663","1263","1","1","0"
"100000342020","3004","1","23","0"
"100000343556","2558","1","1","0"
"100000343614","2273","1","1","0"
"100000343655","1445","1","1","0"
"100000343606","1584","1","1","0"
"100000343598","2279","1","1","0"
"100000343705","1735","1","1","0"
"100000339109","665","1","6","0"
"100000339349","924","1","1","0"
"100000343614","1045","1","1","0"
"100000343598","1753","1","1","0"
"100000343556","2286","1","1","0"
"100000343572","1806","1","1","0"
"100000339109","803","1","1","0"
"100000343671","717","1","1","0"
"100000343671","1056","1","1","0"
"100000340446","2605","1","263","0"
"100000343671","2196","1","1","0"
"100000343614","1747","1","1","0"
"100000343622","1409","1","1","0"
"100000343598","2283","1","1","0"
"100000343697","894","1","1","0"
"100000339646","855","1","0","0"
"100000342459","1699","1","0","0"
"100000343622","1054","1","1","0"
"100000343556","2281","1","1","0"
"100000343556","1001","1","1","0"
"100000343648","2595","1","1","0"
"100000343648","2452","1","1","0"
"100000338606","580","1","150","0"
"100000343705","1011","1","1","0"
"100000343572","1938","1","1","0"
"100000343663","1547","1","1","0"
"10114","2692","1","0","0"
"100000343630","2629","1","1","0"
"100000343606","2243","1","1","0"
"100000343549","1330","1","1","0"
"100000339109","865","1","0","0"
"100000339323","3014","1","60","0"
"100000343549","2281","1","1","0"
"100000343622","2273","1","1","0"
"100000343614","715","1","1","0"
"100000342020","2490","1","9","0"
"100000343663","2114","1","1","0"
"100000343622","1624","1","1","0"
"100000343663","1736","1","1","0"
"100000343705","552","1","1","0"
"100000339323","3011","1","13","0"
"100000343697","2453","1","1","0"
"100000343697","2336","1","1","0"
"100000343549","2114","1","1","0"
"100000343648","1099","1","1","0"
"100000343564","2480","1","1","0"
"100000343630","1099","1","1","0"
"100000339059","600","1","4","0"
"100000343614","1403","1","1","0"
"100000343549","793","1","1","0"
"100000338382","724","1","10","0"
"100000343606","2300","1","1","0"
"100000343564","2283","1","1","0"
"100000343580","1320","1","1","0"
"100000343614","626","1","1","0"
"100000339059","1330","1","2","0"
"100000343606","2271","1","1","0"
"100000343689","1815","1","1","0"
"100000343614","1953","1","1","0"
"100000338143","639","1","1","0"
"100000340545","2705","1","0","0"
"100000343630","2420","1","1","0"
"100000343572","715","1","1","0"
"100000343556","2154","1","1","0"
"100000342038","1816","1","2","0"
"100000343705","2542","1","1","0"
"100000343614","1084","1","1","0"
"100000339083","2593","1","11","1"
"100000343630","2438","1","1","0"
"100000343655","1353","1","1","0"
"100000341105","3150","1","1","0"
"100000343689","1185","1","1","0"
"100000343697","1819","1","1","0"
"100000343598","1755","1","1","0"
"100000343598","2147","1","1","0"
"100000339059","2214","1","9","0"
"100000343697","1885","1","1","0"
"100000343663","2188","1","1","0"
"100000343598","2392","1","1","0"
"100000343622","1098","1","1","0"
"100000343689","2378","1","1","0"
"100000343598","1401","1","1","0"
"100000343564","2120","1","1","0"
"100000343622","1946","1","1","0"
"100000343572","1042","1","1","0"
"100000343671","1857","1","1","0"
"100000340446","1699","1","8","0"
"100000343614","1442","1","1","0"
"100000343556","1865","1","1","0"
"100000343598","1696","1","1","0"
"100000343630","2288","1","1","0"
"100000343606","2138","1","1","0"
"100000343614","884","1","1","0"
"100000343671","2626","1","1","0"
"100000343598","729","1","1","0"
"100000343705","2289","1","1","0"
"100000342012","2337","1","6","0"
"100000343697","2505","1","1","0"
"100000343689","1835","1","1","0"
"100000343556","678","1","1","0"
"100000343630","2286","1","1","0"
"100000343564","1543","1","1","0"
"100000339059","1010","1","6","1"
"100000343382","2245","1","2","0"
"100000343622","1715","1","1","0"
"100000339059","2244","1","3","0"
"100000343572","743","1","1","0"
"100000339299","882","1","0","0"
"100000343556","1862","1","1","0"
"100000343614","1876","1","1","0"
"100000343630","2341","1","1","0"
"100000342012","2584","1","1","0"
"100000343093","2330","1","1","0"
"100000343580","1660","1","1","0"
"100000343648","1339","1","1","0"
"100000343614","705","1","1","0"
"100000343598","1678","1","1","0"
"100000343572","2444","1","1","0"
"100000339059","2463","1","21","0"
"100000343630","2377","1","1","0"
"100000343630","1057","1","1","0"
"100000343622","1817","1","1","0"
"100000338143","1756","1","7","0"
"100000343580","1737","1","1","0"
"100000343614","1875","1","1","0"
"100000343671","1714","1","1","0"
"100000341105","1832","1","6","0"
"100000342012","3083","1","0","0"
"100000340974","1333","1","1","0"
"100000343549","1008","1","1","0"
"100000343671","2150","1","1","0"
"100000343630","1816","1","1","0"
"100000343663","1108","1","1","0"
"100000343671","2354","1","1","0"
"100000343648","1980","1","1","0"
"100000343614","886","1","1","0"
"100000343614","1816","1","1","0"
"100000339299","1112","1","1","0"
"100000340156","900","1","0","0"
"100000343671","1684","1","1","0"
"100000343614","1867","1","1","0"
"100000343697","1678","1","1","0"
"100000343648","1676","1","1","0"
"100000343283","2194","1","0","0"
"100000337707","51","1","0","0"
"100000343689","1446","1","1","0"
"100000343648","1752","1","1","0"
"100000343556","1863","1","1","0"
"100000342020","2469","1","1","0"
"100000343655","878","1","1","0"
"100000343564","2289","1","1","0"
"100000343549","2277","1","1","0"
"100000343630","1889","1","1","0"
"100000343549","1856","1","1","0"
"100000343085","2434","1","2","0"
"100000343689","1814","1","1","0"
"100000343648","639","1","1","0"
"100000343705","2274","1","1","0"
"100000343549","900","1","1","0"
"100000343085","2520","1","5","0"
"100000342012","2827","1","315","0"
"100000343564","881","1","1","0"
"100000338382","1083","1","6","0"
"100000343580","1054","1","1","0"
"100000343655","1862","1","1","0"
"100000342020","2448","1","1","0"
"100000339083","1719","1","1","0"
"100000343606","1632","1","1","0"
"100000343580","2616","1","1","0"
"100000343606","2644","1","1","0"
"100000343606","1449","1","1","0"
"100000343606","1717","1","1","0"
"100000339901","1043","1","1","0"
"100000343614","2520","1","1","0"
"100000343630","2279","1","1","0"
"100000343556","2167","1","1","0"
"100000343663","1935","1","1","0"
"100000343556","1325","1","1","0"
"100000343655","1686","1","1","0"
"100000343564","1101","1","1","0"
"100000339646","1007","1","0","0"
"100000339109","564","1","0","0"
"100000343622","1543","1","1","0"
"100000338382","548","1","8","0"
"100000343606","1332","1","1","0"
"100000343549","1418","1","1","0"
"100000343622","2581","1","1","0"
"100000343689","1602","1","1","0"
"100000339109","645","1","0","0"
"100000343671","2287","1","1","0"
"100000343689","1887","1","1","0"
"100000343614","2575","1","1","0"
"100000343556","1886","1","1","0"
"100000343648","1860","1","1","0"
"100000343648","1928","1","1","0"
"100000343564","646","1","1","0"
"100000343580","1099","1","1","0"
"100000343655","1749","1","1","0"
"100000343705","2276","1","1","0"
"100000343648","743","1","1","0"
"100000343648","881","1","1","0"
"100000343648","2291","1","1","0"
"100000343663","1876","1","1","0"
"100000343655","2420","1","1","0"
"100000343572","1043","1","1","0"
"100000343671","1322","1","1","0"
